STATION;NAME;LATITUDE;LONGITUDE;ELEVATION;DATE;CDSD;DSND;EMNT;EMSD;EMXP;EMXT;HDSD;PRCP;TAVG;TMAX;TMIN
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-03;;;;;0.26;;;2.33;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-04;;;;;1.19;;;4.58;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-05;;;;;0.27;;;0.96;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-06;;;;;1.09;;;2.39;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-07;;;;;0.53;;;2.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-08;;;;;1.17;;;2.94;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-09;;;;;0.43;;;3.69;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-10;;;;;1.09;;;3.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-11;;;;;0.3;;;1.08;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1966-12;;;;;0.33;;;1.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-01;;;;;0.19;;;1.25;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-02;;;;;0.24;;;1.06;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-03;;;;;0.29;;;1.65;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-04;;;;;0.22;;;1.33;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-05;;;;;0.57;;;2.94;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-06;;;;;0.67;;;3.06;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-07;;;;;0.63;;;1.17;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-08;;;;;0.69;;;3.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-09;;;;;0.21;;;0.66;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-10;;;;;0.64;;;4.53;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-11;;;;;0.3;;;1.57;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1967-12;;;;;0.44;;;2.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-01;;;;;0.25;;;1.41;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-02;;;;;0.3;;;1.25;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-03;;;;;0.17;;;1.34;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-04;;;;;0.5;;;2.02;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-05;;;;;0.48;;;1.56;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-06;;;;;0.35;;;1.53;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-07;;;;;0.56;;;3.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-08;;;;;0.35;;;1.93;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-09;;;;;0.56;;;2.28;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-10;;;;;0.54;;;4.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-11;;;;;0.58;;;1.81;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1968-12;;;;;0.26;;;1.68;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-01;;;;;0.13;;;0.81;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-02;;;;;0.21;;;0.71;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-03;;;;;0.28;;;0.87;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-04;;;;;0.31;;;1.42;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-05;;;;;1.13;;;2.9;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-06;;;;;0.17;;;0.45;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-07;;;;;1.04;;;3.08;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-08;;;;;0.52;;;1.18;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-09;;;;;1.28;;;5.36;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-10;;;;;0.46;;;1.61;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-11;;;;;0.28;;;2.27;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1969-12;;;;;0.94;;;1.76;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-01;;;;;0.46;;;1;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-02;;;;;0.13;;;0.7;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-03;;;;;0.19;;;0.98;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-04;;;;;0.4;;;2.47;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-05;;;;;0.18;;;0.39;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-06;;;;;0.27;;;0.84;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-07;;;;;1.32;;;4.27;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-08;;;;;0.63;;;2.41;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-09;;;;;1.1;;;4.53;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-10;;;;;0.54;;;2.39;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-11;;;;;0.58;;;2.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1970-12;;;;;0.3;;;1.72;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-01;;;;;0.31;;;1.54;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-02;;;;;0.2;;;1.25;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-03;;;;;0.91;;;3.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-04;;;;;0.3;;;0.87;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-05;;;;;0.63;;;1.09;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-06;;;;;0.94;;;1.84;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-07;;;;;0.3;;;0.99;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-08;;;;;0.83;;;2.68;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-09;;;;;0.22;;;1.07;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-10;;;;;0.33;;;2.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-11;;;;;0.31;;;2.39;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1971-12;;;;;0.71;;;1.5;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-01;;;;;0.08;;;0.24;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-02;;;;;0.13;;;0.5;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-03;;;;;0.37;;;1.06;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-04;;;;;0.58;;;3.27;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-05;;;;;0.29;;;1.21;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-06;;;;;1.17;;;1.68;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-07;;;;;1.19;;;3.98;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-08;;;;;1.07;;;2.71;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-09;;;;;0.37;;;1.44;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-10;;;;;0.64;;;2.66;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-11;;;;;0.32;;;2.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1972-12;;;;;0.19;;;0.91;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-01;;;;;0.15;;;0.58;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-02;;;;;0.39;;;1.46;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-03;;;;;0.24;;;1.62;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-04;;;;;0.3;;;1.43;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-05;;;;;0.45;;;1.75;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-06;;;;;1.01;;;3.97;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-07;;;;;0.41;;;1;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-08;;;;;0.42;;;2.07;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-09;;;;;0.81;;;3.85;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-10;;;;;0.56;;;3.57;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-11;;;;;0.39;;;2.13;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1973-12;;;;;0.2;;;1.56;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-01;;;;;0.24;;;0.94;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-02;;;;;0.24;;;1.19;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-03;;;;;0.24;;;0.56;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-04;;;;;0.43;;;1.16;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-05;;;;;0.5;;;1.03;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-06;;;;;0.84;;;3.69;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-07;;;;;1.11;;;5.13;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-08;;;;;0.79;;;3.26;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-09;;;;;0.4;;;2.03;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-10;;;;;0.41;;;2.49;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-11;;;;;0.68;;;3.35;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1974-12;;;;;0.37;;;2.57;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-01;;;;;0.38;;;1.93;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-02;;;;;0.25;;;1.45;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-03;;;;;0.31;;;1.03;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-04;;;;;0.44;;;2.42;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-05;;;;;0.49;;;2.37;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-06;;;;;0.56;;;2.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-07;;;;;1.41;;;3.61;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-08;;;;;0.39;;;1.08;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-09;;;;;0.32;;;1.27;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-10;;;;;0.34;;;1.21;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-11;;;;;0.72;;;3.02;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1975-12;;;;;0.53;;;3.93;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-01;;;;;0.39;;;1.66;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-02;;;;;0.24;;;0.65;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-03;;;;;0.25;;;1.52;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-04;;;;;0.45;;;1.87;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-05;;;;;0.29;;;0.61;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-06;;;;;0.63;;;3.34;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-07;;;;;1.18;;;2.33;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-08;;;;;0.74;;;3.18;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-09;;;;;0.69;;;3.01;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-10;;;;;0.21;;;0.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-11;;;;;0.26;;;1.5;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1976-12;;;;;0.33;;;1.93;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-01;;;;;0.07;;;0.63;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-02;;;;;0.2;;;1.67;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-03;;;;;0.52;;;1.74;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-04;;;;;0.61;;;1.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-05;;;;;0.44;;;1.43;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-06;;;;;0.52;;;2.22;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-07;;;;;1.3;;;3.96;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-08;;;;;0.8;;;2.8;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-09;;;;;0.88;;;3.74;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-10;;;;;0.64;;;3.46;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-11;;;;;0.36;;;2.86;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1977-12;;;;;0.27;;;1.41;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-01;;;;;0.26;;;1.38;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-02;;;;;0.36;;;0.87;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-03;;;;;0.59;;;2.51;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-04;;;;;0.19;;;0.96;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-05;;;;;0.06;;;0.07;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-06;;;;;0.61;;;1.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-07;;;;;0.5;;;3.37;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-08;;;;;1.6;;;3.91;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-09;;;;;1.04;;;3.33;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-10;;;;;0.76;;;2.6;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-11;;;;;0.48;;;2.67;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1978-12;;;;;0.31;;;1.04;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-01;;;;;0.36;;;1.53;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-02;;;;;0.22;;;0.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-03;;;;;0.11;;;0.5;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-04;;;;;0.5;;;0.88;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-05;;;;;0.39;;;2.24;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-06;;;;;0.5;;;1.37;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-07;;;;;1.16;;;6.02;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-08;;;;;1.19;;;2.78;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-09;;;;;0.5;;;3.14;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-10;;;;;0.39;;;1.9;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-11;;;;;0.69;;;3.28;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1979-12;;;;;0.21;;;1.48;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-01;;;;;0.35;;;1.34;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-02;;;;;0.29;;;1.44;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-03;;;;;0.18;;;0.53;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-04;;;;;0.11;;;0.55;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-05;;;;;0.56;;;1.73;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-06;;;;;1.31;;;2.85;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-07;;;;;1.57;;;3.02;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-08;;;;;0.66;;;4.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-09;;;;;0.14;;;0.77;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-10;;;;;0.44;;;2.71;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-11;;;;;0.71;;;4.12;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1980-12;;;;;0.5;;;3.58;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-01;;;;;0.32;;;1.72;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-02;;;;;0.26;;;1.16;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-03;;;;;0.37;;;1.67;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-04;;;;;0.6;;;1.63;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-05;;;;;0.75;;;1.34;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-06;;;;;2.51;;;5.48;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-07;;;;;0.72;;;1.96;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-08;;;;;0.7;;;3.33;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-09;;;;;0.48;;;2.07;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-10;;;;;0.94;;;2.93;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-11;;;;;0.31;;;1.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1981-12;;;;;0.58;;;3.36;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-01;;;;;0.26;;;1.16;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-02;;;;;0.11;;;0.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-03;;;;;0.25;;;0.88;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-04;;;;;0.21;;;1.06;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-05;;;;;0.42;;;1;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-06;;;;;0.94;;;2.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-07;;;;;0.89;;;2.7;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-08;;;;;0.73;;;1.74;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-09;;;;;0.68;;;2.72;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-10;;;;;0.62;;;2.12;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-11;;;;;0.56;;;1.91;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1982-12;;;;;0.22;;;1.52;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-01;;;;;0.33;;;2.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-02;;;;;0.23;;;0.84;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-03;;;;;0.32;;;1.39;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-04;;;;;0.3;;;0.85;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-05;;;;;0.17;;;0.73;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-06;;;;;0.54;;;2.27;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-07;;;;;1.38;;;2.36;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-08;;;;;0.61;;;1.55;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-09;;;;;0.62;;;3.17;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-10;;;;;0.57;;;3.37;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-11;;;;;0.35;;;3.46;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1983-12;;;;;0.52;;;4.61;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-01;;;;;0.52;;;2.21;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-02;;;;;0.09;;;0.62;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-03;;;;;0.14;;;0.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-04;;;;;0.15;;;0.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-05;;;;;0.18;;;0.68;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-06;;;;;0.6;;;1.61;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-07;;;;;0.7;;;3.13;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-08;;;;;0.78;;;3.38;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-09;;;;;0.96;;;3.62;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-10;;;;;0.77;;;4.54;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-11;;;;;0.2;;;1.02;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1984-12;;;;;0.22;;;1.4;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-01;;;;;0.21;;;1.07;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-02;;;;;0.18;;;0.93;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-03;;;;;0.19;;;0.79;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-04;;;;;0.47;;;1.62;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-05;;;;;0.38;;;1.44;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-06;;;;;0.32;;;2.15;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-07;;;;;0.53;;;1.99;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-08;;;;;0.74;;;3.54;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-09;;;;;0.37;;;2.11;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-10;;;;;0.39;;;2.73;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-11;;;;;0.31;;;2.19;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1985-12;;;;;0.51;;;2.59;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-01;;;;;0.26;;;2.24;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-02;;;;;0.26;;;0.74;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-03;;;;;0.31;;;1.53;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-04;;;;;0.46;;;1.31;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-05;;;;;0.4;;;1.46;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-06;;;;;0.56;;;1.07;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-07;;;;;0.63;;;3.33;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-08;;;;;1.32;;;3.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-09;;;;;1.69;;;5.9;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-10;;;;;0.34;;;1.29;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-11;;;;;0.57;;;2.09;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1986-12;;;;;0.53;;;2.7;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-01;;;;;0.24;;;0.92;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-02;;;;;0.26;;;1.73;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-03;;;;;0.21;;;0.86;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-04;;;;;0.26;;;0.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-05;;;;;0.98;;;2.96;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-06;;;;;0.8;;;3.73;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-07;;;;;0.9;;;1.85;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-08;;;;;2.55;;;7.47;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-09;;;;;0.33;;;2.72;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-10;;;;;0.06;;;0.13;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-11;;;;;0.72;;;2.97;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1987-12;;;;;0.43;;;2;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-01;;;;;0.31;;;1.15;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-02;;;;;0.16;;;0.94;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-03;;;;;0.28;;;1.62;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-04;;;;;0.21;;;1.13;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-05;;;;;0.65;;;1.28;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-06;;;;;0.72;;;2.2;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-07;;;;;1.4;;;2.56;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-08;;;;;0.94;;;3.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-09;;;;;0.63;;;2.97;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-10;;;;;0.94;;;4.37;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-11;;;;;0.38;;;2.35;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1988-12;;;;;0.25;;;1.95;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-01;;;;;0.4;;;2.12;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-02;;;;;0.26;;;1.83;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-03;;;;;0.35;;;1.69;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-04;;;;;0.17;;;0.82;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-05;;;;;0.26;;;0.57;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-06;;;;;1.05;;;3.28;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-07;;;;;0.35;;;1.7;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-08;;;;;1.32;;;5.39;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-09;;;;;0.72;;;2.4;;;
RSM00026072;PETROKREPOST,RS;59.933;31;17;1989-10;;;;;0.64;;;5.33;;;
